"White","Black","Pawn","Bishop","Knight","Rook","King","Queen","From","To","WhiteTurn"
"68348415","-9568912257581056","62488681848695040","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","54","46","false"
"68348415","-27512942022885376","44544652083390720","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","3","39","true"
"70445559","-27512942022885376","44544652083390720","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752305520640","57","42","false"
"549824162295","-27512942022885376","44544652083390720","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576461302059237376","46","38","false"
"68348415","-45597159520731136","26460434585544960","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","26","34","true"
"1142073855","-45597159520731136","26460435659270400","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","50","34","false"
"17181108735","-45597159520731136","26460451698305280","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","51","43","false"
"69401023","-9568912257581056","62488681847650560","2594073385365405732","4755801206505340930","-9151314442816847743","1152921504606846992","576460752303423496","50","34","false"
"69401023","-10694794984554496","61362799120677120","2594073385365405732","4755801206505340930","-9151314442816847743","1152921504606846992","576460752303423496","21","27","true"
"201521599","-10694794984554496","61362799120677120","2594073385365405732","4755801206637461506","-9151314442816847743","1152921504606846992","576460752303423496","57","42","false"
"69401023","-10690414117912576","61367179987319040","2594073385365405732","4755801206505340930","-9151314442816847743","1152921504606846992","576460752303423496","21","38","true"
"69401531","-10690414117912576","61367179987319040","2594073385365406240","4755801206505340930","-9151314442816847743","1152921504606846992","576460752303423496","55","39","false"
"274945210815","-10690414117912576","61367179987319040","2594073385365405732","4755801481381150722","-9151314442816847743","1152921504606846992","576460752303423496","49","33","false"
"604166655","-9568912257581056","62488682384513280","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","40","32","false"
"604166655","-9570007474241536","62487587167852800","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","12","28","true"
"872598015","-9570007474241536","62487587436284160","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","62","45","false"
"604232187","-9570007474241536","62487587167852800","2594073385365471264","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","56","48","false"
"17179933695","-9288536792498176","62769074425363200","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","37","29","false"
"17179933695","-9288673694580736","62768937523280640","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","34","42","true"
"17196710903","-9288673694580736","62768937523280640","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752320200704","29","21","false"
"17196710903","-13774681135906816","58282930081954560","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752320200704","24","10","true"
"17179934711","-13774681135906816","58282930081954560","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303424512","57","40","false"
"17448369143","-13774681135906816","58282930081954560","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752571858944","61","43","false"
"17196710903","-9288674229354496","62768936988506880","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752320200704","15","31","true"
"25769868279","-9288674229354496","62768936988506880","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460760893358080","21","12","false"
"19344161783","-9288674229354496","62768939135957760","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752320200704","50","42","false"
"4398046575615","-9288673694580736","62773318389922560","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","52","44","false"
"4398046575615","-13774681135906816","58287310948596480","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","12","20","true"
"4398047620095","-13774681135906816","58287310949640960","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","48","40","false"
"562949953485823","-14337631089328128","58282912902085376","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","60","52","false"
"4398046575615","-45176733225189376","26885258859313920","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","15","23","true"
"4398050753535","-45176733225189376","26885258863491840","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","48","32","false"
"4398054931455","-45176733225189376","26885258867669760","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","57","42","false"
"17179933695","-13774544233824256","58283066984037120","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","3","17","true"
"17180064759","-13774544233824256","58283066984037120","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303554560","37","29","false"
"17180064759","-13774681135906816","58282930081954560","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303554560","8","16","true"
"17180130039","-13774681135906816","58282930082019840","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303554560","54","46","false"
"17180064759","-31788667865399296","40268943352462080","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303554560","17","3","true"
"17184242679","-31788667865399296","40268943356640000","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303554560","61","52","false"
"17179933695","-31788667865399296","40268943352462080","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","57","42","false"
"18253659135","-13774544233824256","58283068057762560","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","55","39","false"
"18253659135","-16017547954487296","56040064337099520","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","9","17","true"
"18253789695","-16017547954487296","56040064337230080","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","43","35","false"
"18253659135","-49802791496974336","22254820794612480","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","30","38","true"
"292057824255","-49802791496974336","22255094598777600","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","62","52","false"
"18262047711","-49802791496974336","22254820794612480","2594073385373794308","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","57","40","false"
"67173375","-1407357703684096","70650236401416960","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","14","30","true"
"604036095","-1407357703684096","70650236938279680","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","59","50","false"
"604036095","-1688828385427456","70368766256536320","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","1","18","true"
"604298237","-1688828385427456","70368766256536320","2594073385365405732","4755801206503505984","-9151314442816847743","1152921504606846992","576460752303423496","53","37","false"
"604298237","-10695890201214976","61361704440748800","2594073385365405732","4755801206503505984","-9151314442816847743","1152921504606846992","576460752303423496","6","21","true"
"606395325","-10695890201214976","61361704440748800","2594073385365405732","4755801206505603072","-9151314442816847743","1152921504606846992","576460752303423496","52","36","false"
"1678023677","-10695890201214976","61361705514474240","2594073385365405732","4755801206503505984","-9151314442816847743","1152921504606846992","576460752303423496","51","35","false"
"604101629","-1688828385427456","70368766256536320","2594073385365405732","4755801206503309376","-9151314442816847743","1152921504606846992","576460752303423496","52","36","false"
"604101629","-6192359293321216","65865235348642560","2594073385365405732","4755801206503309376","-9151314442816847743","1152921504606846992","576460752303423496","11","27","true"
"604101629","-10660843268079616","61396751373884160","2594073385365405732","4755801206503309376","-9151314442816847743","1152921504606846992","576460752303423496","3","17","true"
"604101629","-1688832663617536","70368761978346240","2594073385365405732","4755801206503309376","-9151314442816847743","1152921504606846992","576460752303423496","11","27","true"
"604036095","-576742210100264960","70650236938279680","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","1125899906842632","1","18","true"
"604298237","-576742210100264960","70650236938279680","2594073385365405732","4755801206503505984","-9151314442816847743","1152921504606846992","1125899906842632","62","47","false"
"604298237","-5188393044155564032","70650236938279680","2594073385365405732","144150372448206912","-9151314442816847743","1152921504606846992","1125899906842632","8","24","true"
"621075197","-5188393044155564032","70650236955056640","2594073385365405732","144150372448206912","-9151314442816847743","1152921504606846992","1125899906842632","48","40","false"
"9193970685","-5188393044155564032","70650236938279680","2594073385365405732","144150381037879360","-9151314442816847743","1152921504606846992","1125899906842632","50","42","false"
"604298237","-5188287491039297536","70650236938279680","2594073385365405732","144255925564473408","-9151314442816847743","1152921504606846992","1125899906842632","15","23","true"
"612654077","-5188287491039297536","70650236946635520","2594073385365405732","144255925564473408","-9151314442816847743","1152921504606846992","1125899906842632","50","43","false"
"1140898815","-1407357703684096","70650237475142400","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303423496","62","45","false"
"1140898815","-4613058191758983168","70650237475142400","2594073385365405732","144150372447944770","-9151314442816847743","1152921504606846992","576460752303423496","9","17","true"
"1140899831","-4613058191758983168","70650237475142400","2594073385365405732","144150372447944770","-9151314442816847743","1152921504606846992","576460752303424512","52","36","false"
"1140899831","-4617561722666876928","66146706567248640","2594073385365405732","144150372447944770","-9151314442816847743","1152921504606846992","576460752303424512","15","31","true"
"3288350711","-4617561722666876928","66146708714699520","2594073385365405732","144150372447944770","-9151314442816847743","1152921504606846992","576460752303424512","63","62","false"
"274945064951","-4617561722666876928","66146980371413760","2594073385365405732","144150372447944770","-9151314442816847743","1152921504606846992","576460752303424512","55","47","false"
"1140899831","-1407357703684096","70650237475142400","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303424512","10","28","true"
"1140916183","-1407357703684096","70650237475142400","2594073385365422084","4755801206503243842","-9151314442816847743","1152921504606846992","576460752303424512","48","40","false"
"1409334263","-1407357703684096","70650237475142400","2594073385365405732","4755801206503243842","-9151314442816847743","1152921504606846992","576460752571858944","52","36","false"
"1141029375","-4613058191758983168","70650237475272960","2594073385365405732","144150372447944770","-9151314442816847743","1152921504606846992","576460752303423496","57","42","false"
"1141029375","-5189516745039151104","70650237475272960","2594073385365405732","144150372447944770","-9151314442816847743","1152921504606846992","2199023255560","13","21","true"
"1143118335","-5189516745039151104","70650237477361920","2594073385365405732","144150372447944770","-9151314442816847743","1152921504606846992","2199023255560","57","40","false"
"1141029375","-4757168981788327936","70650237475272960","2594073385365405732","39582418600002","-9151314442816847743","1152921504606846992","576460752303423496","15","23","true"
"1149385215","-4757168981788327936","70650237483628800","2594073385365405732","39582418600002","-9151314442816847743","1152921504606846992","576460752303423496","49","33","false"
"1140898815","-4613058191758983168","70650237475142400","2594073385365405732","144150372447944770","-9151314442816847743","1152921504606846992","576460752303423496","3","10","true"
"1142995903","-4613058191758983168","70650237475142400","2594073385365405732","144150372450041858","-9151314442816847743","1152921504606846992","576460752303423496","57","42","false"
"1142995903","-4757168981788327936","70650237475142400","2594073385365405732","39582420697090","-9151314442816847743","1152921504606846992","576460752303423496","21","36","true"
"69860375487","-4757168981788327936","70650237475142400","2594073385365405732","39651138076674","-9151314442816847743","1152921504606846992","576460752303423496","49","41","false"
"1142995903","-4617561722666876928","66146706567248640","2594073385365405732","144150372450041858","-9151314442816847743","1152921504606846992","576460752303423496","21","6","true"
"1140899831","-4613058191758983168","70650237475142400","2594073385365405732","144150372447944770","-9151314442816847743","1152921504606846992","576460752303424512","54","46","false"
"1140899831","-4631002221524287488","52706207709838080","2594073385365405732","144150372447944770","-9151314442816847743","1152921504606846992","576460752303424512","5","14","true"
"1140965365","-4631002221524287488","52706207709838080","2594073385365405732","144150372448010304","-9151314442816847743","1152921504606846992","576460752303424512","45","62","false"
"1140916183","-4631002221524287488","52706207709838080","2594073385365422084","144150372447944770","-9151314442816847743","1152921504606846992","576460752303424512","59","41","false"
"1149287391","-4613058191758983168","70650237475142400","2594073385373794308","144150372447944770","-9151314442816847743","1152921504606846992","576460752303423496","55","47","false"
"1149287391","-4615309957212930048","68398472021195520","2594073385373794308","144150372447944770","-9151314442816847743","1152921504606846992","576460752303423496","11","19","true"
"1149287391","-4648946251289591808","34762177944533760","2594073385373794308","144150372447944770","-9151314442816847743","1152921504606846992","576460752303423496","23","5","true"
"1140898815","-4648946251289591808","34762177944533760","2594073385365405732","144150372447944770","-9151314442816847743","1152921504606846992","576460752303423496","54","46","false"
"8454079","-281474976710656","71776119061282560","2594073385365405732","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","52","44","false"
"8454079","-4767482418036736","67290111619956480","2594073385365405732","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","7","6","true"
"8976319","-4767482418036736","67290111620478720","2594073385365405732","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","61","25","false"
"8976319","-5330423781523456","66727170256992000","2594073385365405732","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","13","21","true"
"11065279","-5330423781523456","66727170259080960","2594073385365405732","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","55","47","false"
"11065279","-6456306508496896","65601287532107520","2594073385365405732","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","8","24","true"
"27842239","-6456306508496896","65601287548884480","2594073385365405732","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","59","32","false"
"15243199","-6456306508496896","65601287536285440","2594073385365405732","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","51","43","false"
"11065279","-41218483312132096","30839110728472320","2594073385365405732","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","12","28","true"
"279496639","-41218483312132096","30839110996903680","2594073385365405732","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","48","40","false"
"15243199","-41218483312132096","30839110732650240","2594073385365405732","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","58","49","false"
"8976319","-2310610491598176256","67290111620478720","288230376185266212","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","10","26","true"
"76084159","-2310610491598176256","67290111687586560","288230376185266212","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","51","35","false"
"76084159","-2312862257052123136","65038346233639680","288230376185266212","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","2","11","true"
"76086203","-2312862257052123136","65038346233639680","288230376185268256","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","48","40","false"
"92861367","-2312862257052123136","65038346233639680","288230376185266212","4755801206511632386","-9151314442816847743","1152921504606846992","576460752320200704","62","52","false"
"76084159","-6917792910398193664","67290111687586560","288230376185266212","148618787711614978","-9151314442816847743","1152921504606846992","576460752303423496","4","11","true"
"612946879","-6917792910398193664","67290112224449280","288230376185266212","148618787711614978","-9151314442816847743","1152921504606846992","576460752303423496","49","33","false"
"76086191","-6917792910398193664","67290111687586560","288230376185266212","148618787711614978","-9151314442816847743","1152921504606849024","576460752303423496","52","35","false"
"545839039","-2310610491598176256","67290112157341440","288230376185266212","4755801206511632386","-9151314442816847743","1152921504606846992","576460752303423496","60","61","false"
"545839039","-1157688986991329280","67290112157341440","288230376185266212","4755801206511632386","-9151314442816847743","2305843009213693968","576460752303423496","23","38","true"
"275415357375","-1157688986991329280","67290112157341440","288230376185266212","4755801481381150722","-9151314442816847743","2305843009213693968","576460752303423496","44","36","false"
"545839039","-2887070969023692800","67290112157341440","288230376185266212","4755801206511632386","-9151314442816847743","1152921504606846992","274877906952","19","27","true"
"8454015","-4767482418036736","67290111619956480","2594073385365405732","4755801206511632386","-9151314442816847807","1152921504606846992","576460752303423496","61","16","false"
"8454015","-2310610491631665152","67290111619956480","288230376151777316","4755801206511632386","-9151314442816847807","1152921504606846992","576460752303423496","1","16","true"
"8519549","-2310610491631730688","67290111619956480","288230376151711780","4755801206511697920","-9151314442816847807","1152921504606846992","576460752303423496","50","42","false"
"8519549","-2311731993492062208","66168609759624960","288230376151711780","4755801206511697920","-9151314442816847807","1152921504606846992","576460752303423496","0","1","true"
"8519550","-2311731993492062208","66168609759624960","288230376151711780","4755801206511697920","-9151314442816847806","1152921504606846992","576460752303423496","60","61","false"
"42073469","-2311731993492062208","66168609793178880","288230376151711780","4755801206511697920","-9151314442816847807","1152921504606846992","576460752303423496","42","34","false"
"8454079","-144392265006055424","71776119061282560","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","7","6","true"
"42007999","-144392265006055424","71776119094836480","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","53","45","false"
"42007999","-144955206369542144","71213177731349760","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","23","29","true"
"570490303","-144955206369542144","71213177731349760","2594073385365405732","4611690417010769922","-9151314442816847743","1152921504606846992","576460752303423496","42","57","false"
"570490303","-432622632567832576","71213177731349760","2306405959167115300","4611690417010769922","-9151314442816847743","1152921504606846992","576460752303423496","1","18","true"
"571012543","-432622632567832576","71213177731872000","2306405959167115300","4611690417010769922","-9151314442816847743","1152921504606846992","576460752303423496","53","45","false"
"570752445","-432622632567832576","71213177731349760","2306405959167115300","4611690417011032064","-9151314442816847743","1152921504606846992","576460752303423496","55","39","false"
"570490303","-844416340197376","71213177731349760","2594073385365405732","4755801207040114690","-9151314442816847743","1152921504606846992","576460752303423496","15","23","true"
"578846143","-844416340197376","71213177739705600","2594073385365405732","4755801207040114690","-9151314442816847743","1152921504606846992","576460752303423496","53","37","false"
"310439359","-144955206369542144","71213177999781120","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","54","38","false"
"310439359","-147206971823489024","68961412545834240","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","8","16","true"
"310439359","-162969330001117184","53199054368206080","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","23","6","true"
"302050815","-162969330001117184","53199054368206080","2594073385365405732","4611690416473899074","-9151314442816847743","1152921504606846992","576460752303423496","58","49","false"
"42007999","-153364279888707584","62804104212184320","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","10","18","true"
"42269119","-153364279888707584","62804104212445440","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","54","46","false"
"42269119","-171308309654011904","44860074447141120","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","13","21","true"
"44358079","-171308309654011904","44860074449230080","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","51","35","false"
"42269119","-153368673640251392","62804104212445440","2594073385365405732","4611686022730743810","-9151314442816847743","1152921504606846992","576460752303423496","2","9","true"
"42269627","-153368673640251392","62804104212445440","2594073385365406240","4611686022730743810","-9151314442816847743","1152921504606846992","576460752303423496","45","37","false"
"59046327","-153368673640251392","62804104212445440","2594073385365405732","4611686022730743810","-9151314442816847743","1152921504606846992","576460752320200704","45","37","false"
"43052479","-153364279888707584","62804104213228800","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","42","25","false"
"43052479","-171308309654011904","44860074447924480","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","23","6","true"
"43574719","-171308309654011904","44860074448446720","2594073385365405732","4611690416482287618","-9151314442816847743","1152921504606846992","576460752303423496","62","47","false"
"34663935","-171308309654011904","44860074447924480","2594073385365405732","4611690416473899074","-9151314442816847743","1152921504606846992","576460752303423496","45","37","false"
"9498047","-153368677901664256","62804104179674368","2594073385365405732","4611686018469330946","-9151314442816847743","1152921504606846992","576460752303423496","5","40","true"
"1099521125791","-153368677901664256","62804104179674368","2594074484877033476","4611686018469330946","-9151314442816847743","1152921504606846992","576460752303423496","54","46","false"
"8454015","-144392265006055424","71776119061282560","2594073385365405732","4611690416482287618","-9151314442816847807","1152921504606846992","576460752303423496","42","25","false"
"8454015","-148878272447381504","67290111619956480","2594073385365405732","4611690416482287618","-9151314442816847807","1152921504606846992","576460752303423496","12","28","true"
"276885375","-148878272447381504","67290111888387840","2594073385365405732","4611690416482287618","-9151314442816847807","1152921504606846992","576460752303423496","61","25","false"
"276885375","-2454721281627521024","67290111888387840","288230376185266212","4611690416482287618","-9151314442816847807","1152921504606846992","576460752303423496","23","38","true"
"276950655","-2454721281627521024","67290111888453120","288230376185266212","4611690416482287618","-9151314442816847807","1152921504606846992","576460752303423496","60","61","false"
"275146403711","-2454721281627521024","67290111888387840","288230376185266212","4611690691351805954","-9151314442816847807","1152921504606846992","576460752303423496","54","46","false"
"276885375","-151130037901328384","65038346434440960","2594073385365405732","4611690416482287618","-9151314442816847807","1152921504606846992","576460752303423496","3","39","true"
"550032699255","-151130037901328384","65038346434440960","2594073385365405732","4611690416482287618","-9151314442816847807","1152921504606846992","576461302059237376","62","52","false"
"276889455","-151130037901328384","65038346434440960","2594073385365405732","4611690416482287618","-9151314442816847807","1152921504606851072","576460752303423496","62","52","false"
"8454015","-144396663019012096","71776119061282560","2594073385365405732","4611686018469330946","-9151314442816847807","1152921504606846992","576460752303423496","14","30","true"
"75561855","-144396663019012096","71776119128390400","2594073385365405732","4611686018469330946","-9151314442816847807","1152921504606846992","576460752303423496","25","35","false"
"75561855","-145522545745985536","70650236401416960","2594073385365405732","4611686018469330946","-9151314442816847807","1152921504606846992","576460752303423496","6","7","true"
"76606335","-145522545745985536","70650236402461440","2594073385365405732","4611686018469330946","-9151314442816847807","1152921504606846992","576460752303423496","56","57","false"
"75561919","-145522545745985536","70650236401416960","2594073385365405732","4611686018469330946","-9151314442816847743","1152921504606846992","576460752303423496","48","32","false"
